"","okres","pierwotna","finalna","co2","grupa","przetarg","kategoria","przeszle.przyszle","nowy.stary","data_zak","data_wyd","rok_zak","rok_wyd"
"1470",3,194,65,669,"F",4,1,"","stary",2013-10-14,2016-08-11,2013,2016
"1471",10,194,65,849,"G",2017,4,"przysz쿮","nowy",2017-05-31,2017-03-31,2017,2017
"1472",5,194,65,621,"G",5,1,"","stary",2015-03-08,2017-11-24,2015,2017
"1473",5,188,63,596,"G",5,1,"","stary",2016-09-27,2017-08-09,2016,2017
"1474",15,185,62,639,"E",2,1,"","stary",2014-01-31,2015-02-06,2014,2015
"1475",10,185,62,577,"B",5,1,"","stary",2016-08-09,2017-12-18,2016,2017
"1476",5,182,61,572,"F",5,1,"","stary",2014-07-24,2017-10-27,2014,2017
"1477",10,179,60,419,"E",2017,4,"przysz쿮","nowy",2017-12-31,2017-08-31,2017,2017
"1478",10,179,60,566,"E",5,1,"","stary",2014-12-30,2017-09-25,2014,2017
"1479",15,179,60,562,"E",5,1,"","stary",2016-10-18,2017-11-14,2016,2017
"1480",15,179,60,702,"E",2018,4,"przesz쿮","nowy",2016-06-01,2018-10-31,2016,2018
"1481",9,176,59,555,"F",4,1,"","stary",2015-02-15,2016-10-03,2015,2016
"1482",4,176,59,606,"E",5,1,"","stary",2016-09-25,2017-08-31,2016,2017
"1483",5,176,59,607,"G",5,1,"","stary",2017-08-15,2017-11-24,2017,2017
"1484",10,173,58,599,"E",4,1,"","stary",2014-10-31,2016-08-11,2014,2016
"1485",5,170,57,548,"F",4,2,"","stary",2015-10-26,2016-09-01,2015,2016
"1486",5,164,55,516,"E",5,1,"","stary",2016-07-25,2017-11-16,2016,2017
"1487",10,161,54,556,"G",4,1,"","stary",2014-01-10,2016-11-04,2014,2016
"1488",10,158,53,520,"E",3,1,"","stary",2015-09-30,2015-12-22,2015,2015
"1489",6,158,53,500,"G",5,1,"","stary",2011-07-04,2017-08-09,2011,2017
"1490",5,155,52,478,"E",5,1,"","stary",2017-03-31,2018-04-06,2017,2018
"1491",4,149,50,1411,"B",5,1,"","stary",2016-07-22,2017-11-08,2016,2017
"1492",5,146,49,469,"G",2017,4,"przysz쿮","nowy",2017-04-14,2017-09-15,2017,2017
"1493",5,146,49,468,"E",5,1,"","stary",2016-08-29,2017-10-11,2016,2017
"1494",5,143,48,563,"E",4,1,"","stary",2011-10-26,2016-07-26,2011,2016
"1495",5,140,47,451,"C",2017,4,"przysz쿮","nowy",2017-07-31,2017-08-17,2017,2017
"1496",4,140,47,27,"C",5,1,"","stary",2015-11-19,2017-10-12,2015,2017
"1497",5,140,47,1451,"E",5,1,"","stary",2017-12-31,2018-03-28,2017,2018
"1498",5,137,46,423,"E",2018,4,"przysz쿮","nowy",2017-12-31,2018-05-23,2017,2018
"1499",7,131,44,422,"G",3,1,"","stary",2015-12-10,2015-12-18,2015,2015
"1500",10,131,44,414,"E",5,1,"","stary",2017-12-31,2018-05-18,2017,2018
"1501",15,128,43,169,"G",2,2,"","stary",2013-11-07,2015-02-06,2013,2015
"1502",15,128,43,402,"G",3,2,"","stary",2012-11-30,2015-12-18,2012,2015
"1503",10,125,42,392,"F",3,1,"","stary",2014-10-23,2015-11-06,2014,2015
"1504",10,125,42,490,"E",5,1,"","stary",2016-07-01,2017-09-13,2016,2017
"1505",10,125,42,390,"F",5,1,"","stary",2016-12-15,2017-12-18,2016,2017
"1506",10,125,42,482,"E",2018,4,"przesz쿮","nowy",2016-09-23,2018-09-28,2016,2018
"1507",15,122,41,393,"E",4,1,"","stary",2015-05-19,2016-07-28,2015,2016
"1508",15,122,41,478,"E",4,1,"","stary",2015-08-20,2016-09-05,2015,2016
"1509",5,122,41,420,"F",5,1,"","stary",2012-06-15,2017-09-28,2012,2017
"1510",10,122,41,387,"E",5,1,"","stary",2015-11-30,2017-11-07,2015,2017
"1511",10,119,40,409,"E",4,1,"","stary",2015-12-11,2016-09-29,2015,2016
"1512",5,119,40,377,"G",5,1,"","stary",2015-11-25,2017-08-09,2015,2017
"1513",10,119,40,372,"A",5,1,"","stary",2015-06-12,2017-11-24,2015,2017
"1514",15,113,38,364,"C",4,1,"","stary",2014-02-19,2016-09-05,2014,2016
"1515",5,113,38,352,"E",5,1,"","stary",2016-12-31,2017-11-22,2016,2017
"1516",15,113,38,113,"G",2018,4,"przysz쿮","nowy",2018-04-01,2018-12-19,2018,2018
"1517",15,110,37,348,"E",3,1,"","stary",2015-01-13,2015-11-05,2015,2015
"1518",10,110,37,379,"A",4,1,"","stary",2014-11-26,2016-07-26,2014,2016
"1519",5,110,37,354,"F",4,2,"","stary",2015-10-20,2016-09-01,2015,2016
"1520",5,110,37,339,"E",2018,4,"przesz쿮","nowy",2016-09-29,2018-10-09,2016,2018
"1521",20,107,36,339,"A",4,3,"","stary",2014-12-09,2016-09-30,2014,2016
"1522",4,107,36,368,"E",5,1,"","stary",2016-01-18,2017-10-03,2016,2017
"1523",5,107,36,337,"E",5,1,"","stary",2016-10-01,2017-11-20,2016,2017
"1524",15,104,35,326,"E",3,1,"","stary",2014-12-31,2015-11-05,2014,2015
"1525",10,104,35,410,"E",4,1,"","stary",2015-11-30,2016-08-22,2015,2016
"1526",3,104,35,327,"E",5,1,"","stary",2017-07-31,2017-11-30,2017,2017
"1527",15,101,34,958,"E",4,1,"","stary",2015-11-04,2016-08-10,2015,2016
"1528",5,101,34,319,"F",5,1,"","stary",2016-04-16,2017-08-22,2016,2017
"1529",10,101,34,324,"F",5,1,"","stary",2014-08-14,2017-09-04,2014,2017
"1530",4,98,33,307,"E",5,1,"","stary",2016-10-31,2017-11-20,2016,2017
"1531",5,95,32,327,"F",5,1,"","stary",2013-08-21,2017-11-16,2013,2017
"1532",10,92,31,292,"E",5,1,"","stary",2016-08-31,2017-08-31,2016,2017
"1533",10,92,31,893,"E",2017,4,"przysz쿮","nowy",2017-10-16,2017-10-27,2017,2017
"1534",5,92,31,286,"E",2018,4,"przesz쿮","nowy",2016-09-26,2018-06-25,2016,2018
"1535",10,89,30,307,"G",4,1,"","stary",2015-12-10,2016-11-04,2015,2016
"1536",10,89,30,830,"F",2017,4,"przesz쿮","nowy",2015-12-31,2017-06-13,2015,2017
"1537",5,89,30,283,"E",5,1,"","stary",2015-05-25,2017-11-24,2015,2017
"1538",25,89,30,342,"G",2018,4,"przysz쿮","nowy",2017-05-31,2018-05-30,2017,2018
"1539",10,86,29,296,"E",3,1,"","stary",2014-07-25,2015-11-20,2014,2015
"1540",3,86,29,298,"F",3,1,"","stary",2011-11-15,2015-12-17,2011,2015
"1541",5,86,29,269,"E",5,1,"","stary",2017-12-31,2017-10-09,2017,2017
"1542",5,86,29,886,"E",5,1,"","stary",2018-12-30,2017-12-18,2018,2017
"1543",5,83,28,326,"E",4,1,"","stary",2013-10-30,2016-07-26,2013,2016
"1544",5,83,28,260,"F",2017,4,"przesz쿮","nowy",2016-07-14,2017-08-11,2016,2017
"1545",5,83,28,264,"E",5,1,"","stary",2013-11-12,2017-08-30,2013,2017
"1546",10,80,27,252,"G",3,1,"","stary",2012-12-31,2015-10-30,2012,2015
"1547",15,80,27,257,"G",3,2,"","stary",2013-11-22,2015-11-13,2013,2015
"1548",10,80,27,315,"E",4,1,"","stary",2015-04-14,2016-08-11,2015,2016
"1549",10,80,27,277,"G",4,1,"","stary",2015-03-31,2016-08-11,2015,2016
"1550",5,80,27,275,"E",5,1,"","stary",2016-10-14,2017-11-30,2016,2017
"1551",25,80,27,251,"F",2018,4,"przesz쿮","nowy",2014-01-28,2018-04-09,2014,2018
"1552",15,80,27,247,"F",2018,4,"przesz쿮","nowy",2014-11-26,2018-10-16,2014,2018
"1553",7,77,26,249,"G",2018,4,"przesz쿮","nowy",2015-09-30,2018-10-30,2015,2018
"1554",5,74,25,237,"G",5,1,"","stary",2016-07-07,2017-09-29,2016,2017
"1555",5,74,25,228,"E",2018,4,"przesz쿮","nowy",2015-12-29,2018-06-29,2015,2018
"1556",15,71,24,224,"E",3,1,"","stary",2012-02-29,2015-11-05,2012,2015
"1557",10,71,24,280,"G",4,2,"","stary",2014-08-31,2016-08-30,2014,2016
"1558",5,71,24,227,"E",5,1,"","stary",2015-11-16,2017-09-29,2015,2017
"1559",5,71,24,224,"G",5,2,"","stary",2015-12-31,2017-11-20,2015,2017
"1560",45,71,24,223,"A",5,3,"","stary",2012-04-18,2018-03-12,2012,2018
"1561",1,68,23,NA,"G",4,2,"","stary",2014-12-17,2016-10-03,2014,2016
"1562",7,68,23,216,"E",5,1,"","stary",2016-09-08,2017-08-09,2016,2017
"1563",7,68,23,213,"E",2017,4,"przysz쿮","nowy",2018-12-31,2017-08-31,2018,2017
"1564",5,68,23,213,"E",5,1,"","stary",2016-06-30,2017-09-05,2016,2017
"1565",10,68,23,214,"E",5,1,"","stary",2017-12-31,2017-11-09,2017,2017
"1566",15,68,23,211,"G",2017,4,"przysz쿮","nowy",2017-10-31,2018-01-10,2017,2018
"1567",5,68,23,214,"F",5,1,"","stary",2016-10-10,2017-11-28,2016,2017
"1568",5,68,23,215,"E",5,1,"","stary",2017-12-05,2018-07-09,2017,2018
"1569",10,65,22,255,"E",3,1,"","stary",2014-04-17,2015-11-13,2014,2015
"1570",20,65,22,205,"F",5,1,"","stary",2014-08-13,2017-09-19,2014,2017
"1571",15,65,22,204,"E",5,1,"","stary",2016-06-03,2017-09-25,2016,2017
"1572",15,65,22,254,"E",5,1,"","stary",2016-09-30,2017-09-26,2016,2017
"1573",5,65,22,205,"E",5,1,"","stary",2016-09-09,2017-10-24,2016,2017
"1574",5,65,22,203,"E",5,1,"","stary",2017-03-31,2017-10-27,2017,2017
"1575",8,62,21,196,"F",3,1,"","stary",2013-09-12,2015-11-30,2013,2015
"1576",5,62,21,246,"E",3,2,"","stary",2014-09-22,2015-12-17,2014,2015
"1577",15,62,21,242,"C",4,1,"","stary",2015-06-29,2016-08-18,2015,2016
"1578",15,62,21,196,"E",5,1,"","stary",2016-08-31,2017-08-30,2016,2017
"1579",5,62,21,215,"E",5,1,"","stary",2016-07-01,2017-09-13,2016,2017
"1580",15,62,21,201,"E",2017,4,"przesz쿮","nowy",2016-09-30,2017-09-27,2016,2017
"1581",5,62,21,194,"E",5,1,"","stary",2016-10-14,2017-10-24,2016,2017
"1582",5,62,21,197,"F",5,1,"","stary",2016-06-15,2017-11-07,2016,2017
"1583",10,62,21,200,"G",5,1,"","stary",2015-08-30,2017-11-07,2015,2017
"1584",3,59,20,202,"G",3,1,"","stary",2012-04-24,2015-11-03,2012,2015
"1585",30,59,20,272,"A",4,1,"","stary",2013-04-22,2016-08-29,2013,2016
"1586",15,59,20,185,"E",5,1,"","stary",2016-05-31,2017-08-30,2016,2017
"1587",10,59,20,187,"F",5,1,"","stary",2016-10-14,2017-10-06,2016,2017
"1588",5,59,20,189,"E",5,1,"","stary",2016-02-28,2017-10-13,2016,2017
"1589",15,59,20,191,"E",5,1,"","stary",2016-10-14,2017-10-25,2016,2017
"1590",4,59,20,563,"G",5,1,"","stary",2016-04-18,2017-11-08,2016,2017
"1591",10,56,19,193,"G",4,1,"","stary",2016-07-15,2016-07-25,2016,2016
"1592",10,56,19,176,"E",5,1,"","stary",2016-08-30,2017-09-21,2016,2017
"1593",10,56,19,175,"G",5,1,"","stary",2017-12-31,2017-09-28,2017,2017
"1594",15,56,19,177,"E",5,1,"","stary",2016-02-08,2017-11-14,2016,2017
"1595",10,53,18,211,"F",1,2,"","stary",2011-09-07,2014-02-11,2011,2014
"1596",15,53,18,515,"E",4,1,"","stary",2015-12-31,2016-07-25,2015,2016
"1597",5,53,18,183,"G",4,2,"","stary",2014-04-10,2016-11-30,2014,2016
"1598",25,53,18,163,"A",2017,4,"przysz쿮","nowy",2017-11-30,2017-06-30,2017,2017
"1599",5,53,18,171,"E",5,1,"","stary",2014-09-08,2017-09-29,2014,2017
"1600",5,53,18,166,"E",5,1,"","stary",2017-12-29,2017-12-13,2017,2017
"1601",15,50,17,171,"G",1,1,"","stary",2012-05-06,2014-02-18,2012,2014
"1602",3,50,17,149,"E",2,1,"","stary",2013-01-28,2015-02-02,2013,2015
"1603",5,50,17,161,"E",2017,4,"przysz쿮","nowy",2017-05-31,2017-03-31,2017,2017
"1604",10,50,17,158,"E",5,1,"","stary",2015-12-22,2017-09-25,2015,2017
"1605",5,50,17,160,"E",5,1,"","stary",2015-06-10,2017-09-29,2015,2017
"1606",5,50,17,157,"F",5,1,"","stary",2016-10-11,2017-10-11,2016,2017
"1607",45,50,17,157,"A",5,3,"","stary",2014-12-10,2018-03-12,2014,2018
"1608",10,50,17,155,"E",2018,4,"przysz쿮","nowy",2017-10-03,2018-03-26,2017,2018
"1609",4,50,17,155,"E",2018,4,"przesz쿮","nowy",2016-09-30,2018-04-26,2016,2018
"1610",10,47,16,185,"E",2,1,"","stary",2013-12-30,2015-02-23,2013,2015
"1611",5,47,16,183,"E",3,1,"","stary",2013-12-31,2015-11-06,2013,2015
"1612",10,47,16,150,"F",3,1,"","stary",2013-05-31,2015-11-12,2013,2015
"1613",20,47,16,150,"G",3,2,"","stary",2013-11-04,2015-12-17,2013,2015
"1614",10,47,16,148,"E",4,1,"","stary",2014-02-06,2016-07-29,2014,2016
"1615",5,47,16,139,"G",5,1,"","stary",2011-12-31,2017-10-23,2011,2017
"1616",5,47,16,148,"E",5,1,"","stary",2015-04-30,2018-04-23,2015,2018
"1617",10,44,15,150,"F",4,1,"","stary",2016-12-31,2016-07-29,2016,2016
"1618",10,44,15,138,"E",2017,4,"przysz쿮","nowy",2017-04-15,2017-06-30,2017,2017
"1619",5,44,15,427,"G",5,2,"","stary",2015-10-30,2017-09-28,2015,2017
"1620",5,44,15,140,"C",5,1,"","stary",2016-07-03,2017-10-27,2016,2017
"1621",4,44,15,143,"E",5,1,"","stary",2016-10-19,2017-11-13,2016,2017
"1622",3,44,15,142,"G",5,1,"","stary",2016-08-30,2017-11-13,2016,2017
"1623",5,44,15,137,"E",5,1,"","stary",2016-08-12,2017-11-16,2016,2017
"1624",45,44,15,138,"A",5,3,"","stary",2015-04-23,2018-03-12,2015,2018
"1625",10,41,14,162,"E",2,2,"","stary",2013-12-30,2015-02-18,2013,2015
"1626",25,41,14,126,"C",2,3,"","stary",2012-12-05,2015-02-25,2012,2015
"1627",15,41,14,386,"F",3,1,"","stary",2012-12-31,2015-11-19,2012,2015
"1628",15,41,14,388,"E",4,1,"","stary",2015-11-30,2016-08-18,2015,2016
"1629",10,41,14,159,"E",5,1,"","stary",2016-09-02,2017-09-13,2016,2017
"1630",15,41,14,130,"E",5,1,"","stary",2016-12-01,2017-09-25,2016,2017
"1631",25,41,14,123,"F",5,1,"","stary",2016-04-27,2017-10-11,2016,2017
"1632",5,41,14,127,"E",5,1,"","stary",2016-11-30,2017-10-27,2016,2017
"1633",10,41,14,128,"G",5,1,"","stary",2015-10-30,2017-11-24,2015,2017
"1634",5,38,13,121,"E",2017,4,"przysz쿮","nowy",2017-07-12,2017-07-13,2017,2017
"1635",5,38,13,118,"G",2017,4,"przesz쿮","nowy",2015-11-12,2017-08-11,2015,2017
"1636",5,38,13,132,"E",5,1,"","stary",2014-10-31,2017-09-28,2014,2017
"1637",20,38,13,120,"F",5,1,"","stary",2013-04-26,2017-09-27,2013,2017
"1638",3,38,13,121,"E",5,1,"","stary",2015-12-22,2017-10-03,2015,2017
"1639",5,38,13,120,"E",5,1,"","stary",2016-10-30,2017-10-27,2016,2017
"1640",45,38,13,119,"A",5,3,"","stary",2011-10-21,2018-03-13,2011,2018
"1641",45,38,13,118,"A",5,3,"","stary",2016-07-12,2018-03-12,2016,2018
"1642",7,38,13,121,"E",5,1,"","stary",2017-09-30,2018-04-06,2017,2018
"1643",4,35,12,121,"F",2,2,"","stary",2011-01-31,2015-01-23,2011,2015
"1644",25,35,12,108,"C",2,3,"","stary",2012-05-22,2015-02-25,2012,2015
"1645",20,35,12,111,"C",5,1,"","stary",2016-01-20,2017-08-30,2016,2017
"1646",3,35,12,35,"A",5,1,"","stary",2016-04-29,2017-11-07,2016,2017
"1647",25,35,12,161,"A",5,3,"","stary",2016-09-30,2017-11-15,2016,2017
"1648",5,35,12,137,"E",5,1,"","stary",2011-12-31,2017-11-22,2011,2017
"1649",4,35,12,109,"A",5,1,"","stary",2016-09-19,2017-11-30,2016,2017
"1650",45,35,12,109,"A",5,3,"","stary",2014-08-08,2018-03-16,2014,2018
"1651",5,35,12,113,"E",2018,4,"przesz쿮","nowy",2015-11-18,2018-07-13,2015,2018
"1652",5,35,12,113,"E",5,1,"","stary",2018-06-22,2018-07-20,2018,2018
"1653",15,32,11,110,"E",2,1,"","stary",2011-02-08,2015-02-02,2011,2015
"1654",10,32,11,103,"G",3,2,"","stary",2012-09-30,2015-11-30,2012,2015
"1655",5,32,11,127,"E",4,1,"","stary",2015-06-10,2016-07-25,2015,2016
"1656",10,32,11,103,"E",4,1,"","stary",2015-05-28,2016-08-11,2015,2016
"1657",5,32,11,102,"E",4,1,"","stary",2015-05-31,2016-09-05,2015,2016
"1658",10,32,11,111,"E",4,1,"","stary",2011-05-09,2016-10-14,2011,2016
"1659",15,32,11,101,"E",5,1,"","stary",2015-12-11,2017-09-21,2015,2017
"1660",10,32,11,102,"E",2017,4,"przysz쿮","nowy",2017-06-21,2017-09-27,2017,2017
"1661",15,32,11,102,"E",5,1,"","stary",2015-12-31,2017-09-25,2015,2017
"1662",5,32,11,102,"F",5,1,"","stary",2016-09-12,2017-09-27,2016,2017
"1663",5,32,11,103,"G",5,1,"","stary",2012-05-05,2017-09-27,2012,2017
"1664",5,32,11,102,"A",5,1,"","stary",2012-11-15,2017-09-29,2012,2017
"1665",5,32,11,83,"C",5,1,"","stary",2015-12-01,2017-10-13,2015,2017
"1666",6,32,11,100,"E",5,1,"","stary",2016-09-09,2017-10-19,2016,2017
"1667",25,32,11,102,"C",5,1,"","stary",2016-06-30,2017-11-07,2016,2017
"1668",15,32,11,102,"E",5,1,"","stary",2016-03-07,2017-11-14,2016,2017
"1669",45,32,11,100,"A",5,3,"","stary",2013-10-02,2018-03-15,2013,2018
"1670",45,32,11,99,"A",5,3,"","stary",2012-06-15,2018-03-16,2012,2018
"1671",5,32,11,104,"E",2018,4,"przysz쿮","nowy",2017-09-16,2018-05-19,2017,2018
"1672",5,32,11,102,"E",2018,4,"przesz쿮","nowy",2016-09-19,2018-09-24,2016,2018
"1673",5,32,11,100,"E",2018,4,"przesz쿮","nowy",2016-07-30,2018-12-19,2016,2018
"1674",5,29,10,91,"F",2,1,"","stary",2013-07-25,2015-02-05,2013,2015
"1675",4,29,10,90,"E",3,1,"","stary",2012-08-31,2015-10-19,2012,2015
"1676",5,29,10,90,"G",3,1,"","stary",2013-07-19,2015-11-30,2013,2015
"1677",8,29,10,91,"F",3,1,"","stary",2013-12-09,2015-11-30,2013,2015
"1678",15,29,10,94,"E",4,1,"","stary",2015-10-30,2016-08-18,2015,2016
"1679",10,29,10,114,"C",4,1,"","stary",2013-12-31,2016-09-16,2013,2016
"1680",5,29,10,278,"E",4,2,"","stary",2016-01-15,2016-10-03,2016,2016
"1681",5,29,10,93,"E",5,1,"","stary",2016-10-10,2017-08-30,2016,2017
"1682",15,29,10,94,"F",5,1,"","stary",2016-06-30,2017-09-04,2016,2017
"1683",5,29,10,91,"E",5,1,"","stary",2015-12-22,2017-10-26,2015,2017
"1684",5,29,10,91,"E",5,1,"","stary",2016-10-30,2017-10-27,2016,2017
"1685",5,29,10,90,"F",5,1,"","stary",2015-08-10,2017-11-08,2015,2017
"1686",5,29,10,91,"E",5,1,"","stary",2016-12-20,2017-12-01,2016,2017
"1687",5,29,10,92,"E",5,1,"","stary",2015-06-10,2017-12-01,2015,2017
"1688",45,29,10,92,"A",5,3,"","stary",2015-09-25,2018-03-12,2015,2018
"1689",4,29,10,91,"E",5,1,"","stary",2017-12-21,2018-03-12,2017,2018
"1690",7,29,10,93,"E",5,1,"","stary",2017-06-30,2018-03-14,2017,2018
"1691",8,29,10,114,"E",5,1,"","stary",2016-02-20,2018-05-11,2016,2018
"1692",10,26,9,81,"E",3,1,"","stary",2014-10-17,2015-11-05,2014,2015
"1693",15,26,9,84,"E",4,1,"","stary",2016-12-31,2016-08-10,2016,2016
"1694",10,26,9,249,"E",5,1,"","stary",2015-12-28,2017-08-31,2015,2017
"1695",15,26,9,83,"E",5,1,"","stary",2016-08-31,2017-08-31,2016,2017
"1696",5,26,9,84,"E",5,1,"","stary",2012-06-12,2017-09-27,2012,2017
"1697",10,26,9,84,"G",5,1,"","stary",2016-02-29,2017-10-13,2016,2017
"1698",10,26,9,83,"G",5,2,"","stary",2013-08-03,2017-10-20,2013,2017
"1699",5,26,9,83,"F",5,2,"","stary",2015-12-22,2017-10-27,2015,2017
"1700",10,26,9,83,"F",5,1,"","stary",2015-11-30,2017-11-07,2015,2017
"1701",15,26,9,83,"E",5,1,"","stary",2016-09-28,2017-11-14,2016,2017
"1702",5,26,9,82,"E",5,1,"","stary",2016-06-13,2017-11-27,2016,2017
"1703",25,26,9,82,"A",5,3,"","stary",2012-09-14,2018-03-15,2012,2018
"1704",25,26,9,82,"A",5,3,"","stary",2013-12-23,2018-03-16,2013,2018
"1705",45,26,9,81,"A",5,3,"","stary",2013-10-29,2018-03-16,2013,2018
"1706",5,23,8,71,"E",3,1,"","stary",2012-12-21,2015-11-19,2012,2015
"1707",15,23,8,75,"E",4,1,"","stary",2015-08-10,2016-07-28,2015,2016
"1708",15,23,8,74,"E",4,1,"","stary",2015-10-30,2016-08-10,2015,2016
"1709",15,23,8,213,"E",4,1,"","stary",2015-09-30,2016-08-22,2015,2016
"1710",10,23,8,89,"E",4,2,"","stary",2015-12-04,2016-09-16,2015,2016
"1711",5,23,8,72,"G",4,1,"","stary",2014-01-24,2016-09-16,2014,2016
"1712",5,23,8,92,"E",4,1,"","stary",2015-08-27,2016-09-01,2015,2016
"1713",5,23,8,72,"G",5,1,"","stary",2016-07-18,2017-08-30,2016,2017
"1714",10,23,8,74,"E",5,1,"","stary",2015-12-30,2017-09-04,2015,2017
"1715",5,23,8,75,"E",5,1,"","stary",2016-08-01,2017-09-29,2016,2017
"1716",5,23,8,78,"G",5,1,"","stary",2016-05-13,2017-10-05,2016,2017
"1717",7,23,8,73,"E",5,1,"","stary",2016-02-08,2017-10-25,2016,2017
"1718",2,23,8,90,"E",5,1,"","stary",2014-11-24,2017-10-27,2014,2017
"1719",5,23,8,73,"E",5,1,"","stary",2017-12-31,2017-11-16,2017,2017
"1720",4,23,8,75,"E",5,1,"","stary",2016-06-30,2017-11-15,2016,2017
"1721",5,23,8,79,"G",5,1,"","stary",2013-11-29,2017-11-22,2013,2017
"1722",5,23,8,74,"E",5,1,"","stary",2016-10-19,2017-11-22,2016,2017
"1723",25,23,8,73,"A",5,3,"","stary",2012-06-22,2018-03-16,2012,2018
"1724",45,23,8,71,"A",5,3,"","stary",2016-06-21,2018-03-12,2016,2018
"1725",25,23,8,71,"A",5,3,"","stary",2016-04-01,2018-03-12,2016,2018
"1726",15,419,146,1824,"B",4,3,"","stary",2014-01-30,2016-09-05,2014,2016
"1727",1,20,7,63,"G",1,1,"","stary",2012-12-21,2013-12-31,2012,2013
"1728",10,20,7,70,"E",3,1,"","stary",2015-02-27,2015-12-17,2015,2015
"1729",10,20,7,65,"E",4,1,"","stary",2015-12-31,2016-07-28,2015,2016
"1730",5,20,7,186,"E",4,1,"","stary",2015-12-31,2016-08-29,2015,2016
"1731",10,20,7,28,"D",4,1,"","stary",2013-09-26,2016-08-22,2013,2016
"1732",10,20,7,31,"D",4,1,"","stary",2013-10-07,2016-08-22,2013,2016
"1733",8,20,7,61,"G",4,1,"","stary",2014-03-24,2016-08-29,2014,2016
"1734",10,20,7,70,"F",4,1,"","stary",2016-08-31,2016-12-16,2016,2016
"1735",20,20,7,63,"C",5,1,"","stary",2016-12-16,2017-08-23,2016,2017
"1736",20,20,7,63,"C",5,1,"","stary",2015-12-07,2017-08-23,2015,2017
"1737",10,20,7,79,"E",5,1,"","stary",2016-09-01,2017-09-13,2016,2017
"1738",15,20,7,63,"E",5,1,"","stary",2016-08-30,2017-09-26,2016,2017
"1739",45,20,7,62,"A",5,3,"","stary",2015-05-29,2018-03-15,2015,2018
"1740",10,17,6,76,"F",3,3,"","stary",2012-12-31,2015-10-30,2012,2015
"1741",15,17,6,54,"E",4,1,"","stary",2016-01-15,2016-07-28,2016,2016
"1742",15,17,6,161,"E",4,1,"","stary",2015-09-30,2016-08-24,2015,2016
"1743",15,17,6,53,"E",4,1,"","stary",2015-11-04,2016-08-11,2015,2016
"1744",10,17,6,60,"F",4,1,"","stary",2017-01-08,2016-07-29,2017,2016
"1745",10,17,6,23,"D",4,1,"","stary",2013-11-15,2016-08-22,2013,2016
"1746",10,17,6,68,"F",4,1,"","stary",2011-08-31,2016-08-30,2011,2016
"1747",20,17,6,52,"F",5,1,"","stary",2013-10-18,2017-08-31,2013,2017
"1748",10,17,6,68,"E",5,1,"","stary",2015-05-27,2017-09-19,2015,2017
"1749",5,17,6,55,"G",5,1,"","stary",2013-08-23,2017-09-27,2013,2017
"1750",5,17,6,54,"E",5,1,"","stary",2014-11-13,2017-10-11,2014,2017
"1751",5,17,6,126,"C",5,1,"","stary",2016-11-30,2017-10-13,2016,2017
"1752",5,17,6,68,"E",5,1,"","stary",2016-09-30,2017-10-13,2016,2017
"1753",5,17,6,76,"G",5,1,"","stary",2016-03-18,2017-10-13,2016,2017
"1754",5,17,6,53,"E",5,1,"","stary",2014-10-07,2017-10-13,2014,2017
"1755",5,17,6,54,"E",5,1,"","stary",2016-08-06,2017-10-23,2016,2017
"1756",5,17,6,53,"E",5,1,"","stary",2016-10-30,2017-10-27,2016,2017
"1757",5,17,6,53,"E",5,1,"","stary",2017-12-31,2017-11-16,2017,2017
"1758",5,17,6,53,"E",5,1,"","stary",2014-11-20,2017-11-20,2014,2017
"1759",20,17,6,68,"F",5,1,"","stary",2016-08-19,2017-11-27,2016,2017
"1760",10,17,6,54,"G",5,1,"","stary",2014-03-31,2017-11-24,2014,2017
"1761",45,17,6,54,"A",5,3,"","stary",2011-12-31,2018-03-14,2011,2018
"1762",45,17,6,52,"A",5,3,"","stary",2014-08-22,2018-03-15,2014,2018
"1763",45,17,6,53,"A",5,3,"","stary",2011-10-10,2018-03-12,2011,2018
"1764",45,17,6,54,"A",5,3,"","stary",2014-05-27,2018-03-12,2014,2018
"1765",10,31,11,123,"E",5,1,"","stary",2016-12-31,2017-09-13,2016,2017
"1766",15,14,5,56,"G",1,1,"","stary",2012-11-30,2013-11-07,2012,2013
"1767",5,14,5,56,"E",3,1,"","stary",2014-09-29,2015-11-06,2014,2015
"1768",5,14,5,44,"G",3,1,"","stary",2011-05-06,2015-11-30,2011,2015
"1769",15,14,5,44,"E",4,1,"","stary",2015-03-31,2016-07-28,2015,2016
"1770",15,14,5,137,"E",4,1,"","stary",2015-12-10,2016-08-10,2015,2016
"1771",15,14,5,43,"F",4,1,"","stary",2014-04-24,2016-08-11,2014,2016
"1772",15,14,5,45,"F",4,1,"","stary",2015-03-17,2016-08-11,2015,2016
"1773",10,14,5,48,"F",4,1,"","stary",2014-03-23,2016-09-29,2014,2016
"1774",5,14,5,46,"E",5,1,"","stary",2012-06-13,2017-08-30,2012,2017
"1775",20,14,5,44,"F",5,1,"","stary",2015-09-15,2017-09-19,2015,2017
"1776",15,14,5,45,"E",5,1,"","stary",2016-06-30,2017-09-19,2016,2017
"1777",15,14,5,44,"E",5,1,"","stary",2016-04-13,2017-09-21,2016,2017
"1778",20,14,5,43,"F",5,1,"","stary",2015-10-15,2017-09-25,2015,2017
"1779",5,14,5,45,"E",5,1,"","stary",2016-01-18,2017-09-27,2016,2017
