"","okres","pierwotna","finalna","co2","grupa","przetarg","kategoria","przeszle.przyszle","nowy.stary","data_zak","data_wyd","rok_zak","rok_wyd"
"2019",5,145,104,382,"F",5,1,"","stary",2014-02-13,2017-09-27,2014,2017
"2020",25,92,66,360,"C",2,1,"","stary",2014-06-30,2015-03-19,2014,2015
"2021",20,32,23,126,"B",4,3,"","stary",2015-12-01,2016-09-16,2015,2016
"2022",5,32,23,83,"C",5,1,"","stary",2015-12-01,2017-08-31,2015,2017
"2023",15,157,113,797,"B",4,1,"","stary",2013-12-31,2016-09-30,2013,2016
"2024",20,25,18,90,"B",2017,4,"przesz쿮","nowy",2014-08-04,2017-08-08,2014,2017
"2025",20,25,18,90,"B",2017,4,"przesz쿮","nowy",2016-08-03,2017-08-08,2016,2017
"2026",30,54,39,196,"C",4,1,"","stary",2015-11-09,2016-08-29,2015,2016
"2027",25,18,13,70,"D",2017,NA,"","",NA,NA,NA,NA
"2028",25,54,39,213,"C",5,1,"","stary",2016-05-19,2017-11-07,2016,2017
"2029",25,65,47,226,"C",5,1,"","stary",2015-10-31,2017-11-15,2015,2017
"2030",25,112,81,392,"C",4,1,"","stary",2014-12-08,2016-08-10,2014,2016
"2031",25,116,84,454,"B",4,1,"","stary",2015-12-30,2016-08-11,2015,2016
"2032",20,29,21,115,"B",5,3,"","stary",2016-10-31,2017-11-15,2016,2017
"2033",25,11,8,42,"C",4,1,"","stary",2015-12-08,2016-08-12,2015,2016
"2034",20,528,384,2433,"C",5,1,"","stary",2015-12-31,2017-11-03,2015,2017
"2035",15,22,16,88,"G",5,2,"","stary",2016-02-10,2017-12-13,2016,2017
"2036",15,129,94,448,"C",4,1,"","stary",2014-10-28,2017-08-08,2014,2017
"2037",10,41,30,279,"G",2,1,"","stary",2013-09-20,2015-01-20,2013,2015
"2038",30,71,52,248,"B",4,3,"","stary",2016-09-30,2016-12-01,2016,2016
"2039",25,101,74,388,"C",3,1,"","stary",2013-10-30,2015-11-30,2013,2015
"2040",25,15,11,59,"C",4,1,"","stary",2013-11-30,2016-08-12,2013,2016
"2041",20,15,11,59,"C",2017,4,"przysz쿮","nowy",2017-06-30,2017-03-31,2017,2017
"2042",25,15,11,58,"C",5,1,"","stary",2015-10-12,2017-09-05,2015,2017
"2043",20,15,11,59,"C",5,1,"","stary",2016-10-30,2017-09-26,2016,2017
"2044",20,15,11,59,"C",5,1,"","stary",2014-12-11,2017-09-25,2014,2017
"2045",25,15,11,58,"C",5,1,"","stary",2016-09-30,2017-10-05,2016,2017
"2046",25,15,11,58,"C",5,1,"","stary",2016-09-30,2017-10-04,2016,2017
"2047",20,15,11,59,"C",2018,4,"przesz쿮","nowy",2015-12-23,2018-10-16,2015,2018
"2048",5,1032,757,2523,"G",5,1,"","stary",2015-02-03,2017-11-15,2015,2017
"2049",23,49,36,233,"B",4,3,"","stary",2015-10-27,2016-08-12,2015,2016
"2050",25,68,50,200,"B",3,3,"","stary",2013-11-18,2015-10-19,2013,2015
"2051",23,68,50,197,"B",4,3,"","stary",2014-11-19,2016-09-16,2014,2016
"2052",10,118,87,514,"D",1,3,"","stary",2014-04-01,2013-11-18,2014,2013
"2053",5,1638,1209,4371,"G",4,1,"","stary",2013-07-30,2016-07-25,2013,2016
"2054",10,111,82,487,"B",5,3,"","stary",2018-04-16,2018-09-25,2018,2018
"2055",10,4594,3395,7974,"G",2018,4,"przesz쿮","nowy",2015-05-08,2018-10-16,2015,2018
"2056",25,211,156,802,"C",5,1,"","stary",2015-08-13,2017-08-23,2015,2017
"2057",5,146,108,389,"D",2018,4,"przesz쿮","nowy",2014-03-31,2018-07-13,2014,2018
"2058",25,81,60,321,"C",4,1,"","stary",2015-06-26,2016-08-10,2015,2016
"2059",25,27,20,105,"C",5,1,"","stary",2015-12-18,2017-10-06,2015,2017
"2060",25,201,149,717,"C",5,1,"","stary",2015-10-14,2017-09-04,2015,2017
"2061",15,35,26,127,"C",4,1,"","stary",2015-01-27,2016-12-20,2015,2016
"2062",25,35,26,138,"C",5,1,"","stary",2013-09-24,2018-01-23,2013,2018
"2063",25,359,267,1347,"C",5,1,"","stary",2016-06-09,2017-08-28,2016,2017
"2064",10,94,70,664,"G",2,1,"","stary",2013-09-30,2015-01-20,2013,2015
"2065",5,762,571,3021,"G",5,1,"","stary",2015-08-17,2017-10-11,2015,2017
"2066",24,16,12,46,"B",2,3,"","stary",2012-03-30,2015-02-05,2012,2015
"2067",25,44,33,171,"C",3,1,"","stary",2015-11-30,2015-11-06,2015,2015
"2068",25,16,12,62,"C",3,1,"","stary",2015-10-31,2015-12-28,2015,2015
"2069",25,20,15,80,"C",4,1,"","stary",2015-06-22,2016-07-28,2015,2016
"2070",25,24,18,95,"C",4,1,"","stary",2011-09-06,2016-08-10,2011,2016
"2071",23,16,12,47,"B",4,3,"","stary",2015-08-31,2016-09-16,2015,2016
"2072",23,16,12,44,"B",4,3,"","stary",2016-08-31,2016-09-29,2016,2016
"2073",20,140,105,511,"A",4,3,"","stary",2016-09-30,2016-12-20,2016,2016
"2074",10,32,24,94,"C",5,1,"","stary",2015-12-10,2017-08-22,2015,2017
"2075",20,16,12,62,"C",5,1,"","stary",2014-12-02,2017-08-31,2014,2017
"2076",25,44,33,176,"C",5,1,"","stary",2015-07-24,2017-08-31,2015,2017
"2077",25,36,27,142,"C",5,1,"","stary",2014-12-30,2017-08-31,2014,2017
"2078",20,16,12,64,"C",5,1,"","stary",2015-01-22,2017-08-31,2015,2017
"2079",25,36,27,142,"C",5,1,"","stary",2015-09-24,2017-09-05,2015,2017
"2080",25,20,15,78,"C",5,1,"","stary",2016-07-30,2017-09-21,2016,2017
"2081",25,16,12,62,"C",5,1,"","stary",2016-09-30,2017-09-28,2016,2017
"2082",25,16,12,64,"C",5,1,"","stary",2011-08-26,2017-10-05,2011,2017
"2083",25,32,24,124,"C",5,1,"","stary",2016-09-30,2017-10-05,2016,2017
"2084",25,12,9,47,"C",5,1,"","stary",2016-09-30,2017-10-04,2016,2017
"2085",25,16,12,61,"C",5,1,"","stary",2016-09-30,2017-10-04,2016,2017
"2086",15,36,27,141,"C",5,1,"","stary",2016-10-07,2017-10-12,2016,2017
"2087",3,260,195,625,"C",5,1,"","stary",2018-03-08,2018-04-06,2018,2018
"2088",15,40,30,118,"C",2018,4,"przesz쿮","nowy",2015-04-14,2018-09-26,2015,2018
"2089",5,983,738,2924,"C",4,1,"","stary",2014-09-15,2016-09-16,2014,2016
"2090",15,169,127,604,"C",2,3,"","stary",2014-11-15,2015-02-06,2014,2015
"2091",5,278,210,1214,"G",5,1,"","stary",2017-02-28,2017-11-15,2017,2017
"2092",20,45,34,156,"C",2017,4,"przesz쿮","nowy",2015-09-30,2017-06-30,2015,2017
"2093",25,41,31,161,"C",4,1,"","stary",2015-12-16,2016-08-11,2015,2016
"2094",20,78,59,207,"G",3,1,"","stary",2014-10-20,2015-12-08,2014,2015
"2095",25,37,28,113,"C",5,1,"","stary",2014-11-30,2017-08-09,2014,2017
"2096",5,66,50,256,"C",2017,4,"przesz쿮","nowy",2016-09-30,2017-04-27,2016,2017
"2097",5,33,25,406,"D",5,1,"","stary",2016-03-14,2017-10-13,2016,2017
"2098",10,33,25,130,"B",2018,4,"przesz쿮","nowy",2016-09-06,2018-04-09,2016,2018
"2099",25,62,47,246,"C",4,1,"","stary",2015-11-05,2016-08-31,2015,2016
"2100",25,62,47,245,"C",5,1,"","stary",2016-09-30,2017-10-25,2016,2017
"2101",5,91,69,362,"C",3,1,"","stary",2014-05-30,2015-11-30,2014,2015
"2102",25,58,44,229,"C",5,1,"","stary",2016-09-01,2017-10-09,2016,2017
"2103",10,2112,1605,8375,"B",3,1,"","stary",2014-04-30,2015-11-30,2014,2015
"2104",25,25,19,76,"C",4,1,"","stary",2015-12-01,2016-08-24,2015,2016
"2105",25,25,19,100,"C",4,1,"","stary",2015-12-21,2016-08-12,2015,2016
"2106",20,50,38,197,"C",5,1,"","stary",2012-09-19,2017-08-23,2012,2017
"2107",25,25,19,97,"C",5,1,"","stary",2016-09-30,2017-10-04,2016,2017
"2108",25,46,35,182,"C",4,1,"","stary",2014-12-23,2016-08-18,2014,2016
"2109",25,46,35,181,"C",2017,4,"przysz쿮","nowy",2018-05-11,2017-08-22,2018,2017
"2110",20,67,51,265,"C",5,1,"","stary",2016-11-30,2017-09-25,2016,2017
"2111",25,88,67,349,"C",4,1,"","stary",2015-07-10,2016-07-28,2015,2016
"2112",20,256,195,1005,"C",5,1,"","stary",2014-04-01,2017-09-04,2014,2017
"2113",25,84,64,255,"C",4,1,"","stary",2013-09-30,2016-09-16,2013,2016
"2114",20,42,32,166,"C",2017,4,"przysz쿮","nowy",2017-10-01,2017-05-30,2017,2017
"2115",25,21,16,65,"C",5,1,"","stary",2016-03-04,2017-08-11,2016,2017
"2116",25,21,16,82,"C",2017,4,"przesz쿮","nowy",2015-12-18,2017-08-25,2015,2017
"2117",20,21,16,82,"C",5,1,"","stary",2016-12-30,2017-08-31,2016,2017
"2118",25,42,32,167,"C",5,1,"","stary",2016-07-31,2017-10-25,2016,2017
"2119",25,122,93,478,"C",4,1,"","stary",2015-12-10,2016-08-18,2015,2016
"2120",25,101,77,308,"C",5,1,"","stary",2012-12-15,2018-04-06,2012,2018
"2121",25,156,119,641,"C",5,1,"","stary",2013-09-15,2017-09-04,2013,2017
"2122",25,97,74,385,"C",5,1,"","stary",2016-08-16,2017-08-30,2016,2017
"2123",25,38,29,151,"C",3,1,"","stary",2014-01-14,2015-10-23,2014,2015
"2124",25,131,100,519,"C",5,1,"","stary",2015-09-17,2017-09-04,2015,2017
"2125",5,72,55,285,"C",3,1,"","stary",2011-05-04,2015-11-30,2011,2015
"2126",25,72,55,282,"C",4,1,"","stary",2014-11-18,2016-08-24,2014,2016
"2127",25,72,55,278,"C",2017,4,"przysz쿮","nowy",2017-12-31,2017-03-31,2017,2017
"2128",25,89,68,352,"C",2017,4,"przysz쿮","nowy",2018-05-11,2017-08-22,2018,2017
"2129",25,106,81,420,"C",4,1,"","stary",2015-11-30,2016-08-10,2015,2016
"2130",10,106,81,421,"B",2018,4,"przesz쿮","nowy",2016-09-09,2018-09-21,2016,2018
"2131",10,191,146,751,"G",2018,4,"przesz쿮","nowy",2015-10-30,2018-12-07,2015,2018
"2132",25,34,26,118,"B",1,3,"","stary",2012-10-31,2013-11-07,2012,2013
"2133",30,17,13,69,"B",2,3,"","stary",2012-06-29,2015-02-09,2012,2015
"2134",25,17,13,67,"C",3,1,"","stary",2012-10-06,2015-10-20,2012,2015
"2135",10,85,65,434,"C",3,1,"","stary",2013-11-29,2015-10-30,2013,2015
"2136",25,153,117,599,"C",4,1,"","stary",2015-12-31,2016-07-25,2015,2016
"2137",25,51,39,202,"C",4,1,"","stary",2016-01-04,2016-07-25,2016,2016
"2138",5,17,13,43,"G",5,1,"","stary",2015-06-10,2017-08-09,2015,2017
"2139",20,34,26,134,"C",5,1,"","stary",2015-09-30,2017-08-23,2015,2017
"2140",30,17,13,63,"C",5,1,"","stary",2014-04-08,2017-09-13,2014,2017
"2141",5,51,39,203,"C",5,1,"","stary",2016-11-30,2017-09-13,2016,2017
"2142",25,34,26,135,"C",5,1,"","stary",2014-12-16,2017-09-19,2014,2017
"2143",25,17,13,63,"C",5,1,"","stary",2016-05-18,2017-09-21,2016,2017
"2144",25,17,13,67,"C",5,1,"","stary",2016-09-30,2017-09-28,2016,2017
"2145",25,34,26,131,"C",5,1,"","stary",2016-09-17,2017-10-09,2016,2017
"2146",20,17,13,68,"C",5,1,"","stary",2016-10-31,2017-10-11,2016,2017
"2147",5,34,26,172,"C",2018,4,"przysz쿮","nowy",2017-11-30,2018-10-16,2017,2018
"2148",25,183,140,726,"C",4,1,"","stary",2015-11-13,2016-08-10,2015,2016
"2149",25,149,114,592,"C",5,1,"","stary",2015-09-28,2017-08-30,2015,2017
"2150",25,98,75,389,"C",5,1,"","stary",2016-06-24,2017-08-23,2016,2017
"2151",10,98,75,300,"C",5,1,"","stary",2016-10-14,2017-10-04,2016,2017
"2152",25,243,186,931,"C",3,1,"","stary",2014-12-31,2015-10-28,2014,2015
"2153",25,81,62,320,"C",2017,4,"przysz쿮","nowy",2018-05-11,2017-08-22,2018,2017
"2154",25,81,62,492,"C",5,1,"","stary",2015-10-30,2017-09-26,2015,2017
"2155",25,64,49,254,"C",4,1,"","stary",2015-07-27,2016-08-12,2015,2016
"2156",25,64,49,247,"C",2017,4,"przysz쿮","nowy",2017-12-31,2017-03-31,2017,2017
"2157",20,175,134,695,"C",5,1,"","stary",2013-11-28,2017-09-05,2013,2017
"2158",25,94,72,72,"C",2,1,"","stary",2013-06-30,2015-01-14,2013,2015
"2159",25,47,36,185,"C",4,1,"","stary",2015-09-14,2016-08-10,2015,2016
"2160",25,141,108,552,"C",5,1,"","stary",2016-10-19,2017-08-31,2016,2017
"2161",20,47,36,174,"C",5,1,"","stary",2015-12-21,2017-09-26,2015,2017
"2162",20,47,36,145,"C",5,1,"","stary",2015-12-31,2017-11-30,2015,2017
"2163",25,218,167,865,"C",5,1,"","stary",2015-11-16,2017-09-25,2015,2017
"2164",25,124,95,491,"C",4,1,"","stary",2015-09-03,2016-08-10,2015,2016
"2165",25,77,59,304,"C",4,1,"","stary",2013-11-15,2016-08-12,2013,2016
"2166",25,77,59,307,"G",5,1,"","stary",2015-03-13,2017-08-31,2015,2017
"2167",20,154,118,610,"C",5,1,"","stary",2012-11-30,2017-09-19,2012,2017
"2168",25,214,164,840,"C",3,1,"","stary",2014-09-30,2015-11-06,2014,2015
"2169",10,167,128,662,"C",2018,4,"przesz쿮","nowy",2016-09-23,2018-08-13,2016,2018
"2170",15,257,197,1021,"C",5,1,"","stary",2015-12-30,2017-08-31,2015,2017
"2171",20,30,23,120,"B",4,3,"","stary",2015-09-30,2016-09-30,2015,2016
"2172",25,90,69,357,"D",5,1,"","stary",2016-07-12,2017-08-23,2016,2017
"2173",25,90,69,358,"C",5,1,"","stary",2016-06-08,2017-08-23,2016,2017
"2174",25,60,46,239,"C",5,1,"","stary",2015-09-17,2017-09-05,2015,2017
"2175",25,30,23,93,"C",5,1,"","stary",2014-08-30,2017-09-21,2014,2017
"2176",20,30,23,117,"C",5,1,"","stary",2015-06-30,2017-11-24,2015,2017
"2177",25,283,217,1124,"C",4,1,"","stary",2015-09-18,2016-08-24,2015,2016
"2178",20,193,148,767,"C",5,1,"","stary",2015-11-30,2017-09-20,2015,2017
"2179",20,103,79,409,"C",5,1,"","stary",2015-02-27,2017-09-04,2015,2017
"2180",25,103,79,410,"C",5,1,"","stary",2015-12-18,2017-11-08,2015,2017
"2181",25,146,112,574,"C",3,1,"","stary",2014-09-30,2015-11-06,2014,2015
"2182",25,116,89,460,"C",5,1,"","stary",2016-10-21,2017-10-25,2016,2017
"2183",15,318,244,62,"C",5,1,"","stary",2015-12-30,2017-08-30,2015,2017
"2184",25,159,122,647,"C",5,1,"","stary",2016-08-31,2017-10-23,2016,2017
"2185",25,86,66,337,"C",4,1,"","stary",2015-12-31,2016-07-25,2015,2016
"2186",25,43,33,170,"C",4,1,"","stary",2015-08-03,2016-08-10,2015,2016
"2187",20,86,66,341,"C",5,1,"","stary",2014-05-07,2017-08-23,2014,2017
"2188",25,43,33,171,"C",5,1,"","stary",2016-08-10,2017-09-21,2016,2017
"2189",25,43,33,169,"C",5,1,"","stary",2013-10-15,2017-11-08,2013,2017
"2190",10,43,33,173,"C",2017,4,"przesz쿮","nowy",2015-11-20,2017-12-27,2015,2017
"2191",10,43,33,171,"C",2018,4,"przesz쿮","nowy",2016-04-04,2018-09-21,2016,2018
"2192",25,155,119,614,"C",4,1,"","stary",2015-06-26,2016-08-10,2015,2016
"2193",25,112,86,444,"C",4,1,"","stary",2015-08-31,2016-08-10,2015,2016
"2194",10,112,86,326,"C",5,1,"","stary",2014-10-22,2017-08-25,2014,2017
"2195",20,112,86,381,"C",5,1,"","stary",2011-11-30,2017-08-30,2011,2017
"2196",10,224,172,890,"B",2018,4,"przesz쿮","nowy",2015-12-30,2018-04-10,2015,2018
"2197",10,112,86,372,"C",2018,4,"przysz쿮","nowy",2017-09-30,2018-05-23,2017,2018
"2198",20,207,159,633,"B",4,1,"","stary",2015-12-01,2016-08-12,2015,2016
"2199",25,207,159,821,"C",2017,4,"przysz쿮","nowy",2018-12-31,2017-08-31,2018,2017
"2200",25,440,338,1747,"C",4,1,"","stary",2014-12-31,2016-08-10,2014,2016
"2201",5,151,116,600,"C",4,1,"","stary",2016-01-04,2016-08-12,2016,2016
"2202",25,397,305,1576,"C",5,1,"","stary",2016-05-31,2017-09-04,2016,2017
"2203",25,82,63,327,"C",4,1,"","stary",2015-11-10,2016-08-10,2015,2016
"2204",25,505,388,2007,"C",5,1,"","stary",2016-09-26,2017-08-28,2016,2017
"2205",25,341,262,1356,"C",4,1,"","stary",2015-06-08,2016-07-28,2015,2016
"2206",25,285,219,1118,"C",5,1,"","stary",2016-07-20,2017-08-22,2016,2017
"2207",20,95,73,372,"C",5,1,"","stary",2014-07-31,2017-12-08,2014,2017
"2208",25,488,375,1915,"C",5,1,"","stary",2016-10-19,2017-08-31,2016,2017
"2209",25,609,468,2418,"C",4,1,"","stary",2015-12-08,2016-09-05,2015,2016
"2210",20,216,166,948,"C",5,1,"","stary",2016-10-10,2017-10-31,2016,2017
"2211",25,108,83,330,"C",2018,4,"przesz쿮","nowy",2016-09-30,2018-01-12,2016,2018
"2212",25,121,93,369,"C",5,1,"","stary",2015-12-31,2017-08-31,2015,2017
"2213",25,631,485,2508,"C",4,1,"","stary",2015-11-30,2016-07-28,2015,2016
"2214",25,134,103,532,"C",4,1,"","stary",2013-11-29,2016-08-10,2013,2016
"2215",20,134,103,534,"C",2017,4,"przesz쿮","nowy",2016-09-30,2017-05-31,2016,2017
"2216",25,549,422,2182,"C",5,1,"","stary",2015-10-30,2017-08-28,2015,2017
"2217",25,428,329,1700,"C",4,1,"","stary",2014-11-28,2016-08-10,2014,2016
"2218",15,160,123,634,"C",5,1,"","stary",2014-07-02,2017-08-31,2014,2017
"2219",25,173,133,679,"C",3,1,"","stary",2014-03-30,2015-11-06,2014,2015
"2220",25,199,153,780,"C",5,1,"","stary",2016-10-19,2017-08-31,2016,2017
"2221",25,658,506,2614,"C",4,1,"","stary",2015-12-31,2016-08-10,2015,2016
"2222",25,498,383,1980,"C",4,1,"","stary",2015-12-28,2016-07-28,2015,2016
"2223",25,511,393,545,"C",5,1,"","stary",2015-12-21,2017-10-11,2015,2017
"2224",25,563,433,2213,"C",5,1,"","stary",2013-12-31,2017-08-31,2013,2017
"2225",30,65,50,258,"C",3,1,"","stary",2012-11-22,2015-11-30,2012,2015
"2226",25,52,40,209,"C",4,1,"","stary",2013-11-28,2016-08-29,2013,2016
"2227",25,91,70,278,"C",4,1,"","stary",2015-06-03,2016-09-16,2015,2016
"2228",25,78,60,237,"C",4,1,"","stary",2014-06-10,2016-09-16,2014,2016
"2229",25,26,20,104,"C",4,1,"","stary",2014-10-30,2016-08-11,2014,2016
"2230",25,13,10,51,"C",4,1,"","stary",2011-08-19,2016-08-10,2011,2016
"2231",25,169,130,670,"C",4,1,"","stary",2015-09-11,2016-08-10,2015,2016
"2232",10,13,10,59,"B",4,3,"","stary",2014-06-27,2016-08-11,2014,2016
"2233",5,39,30,154,"C",4,1,"","stary",2015-12-08,2016-08-11,2015,2016
"2234",10,26,20,62,"D",4,1,"","stary",2013-12-03,2016-10-14,2013,2016
"2235",25,39,30,118,"C",5,1,"","stary",2016-07-07,2017-08-11,2016,2017
"2236",20,26,20,103,"C",5,1,"","stary",2015-05-11,2017-08-22,2015,2017
"2237",25,143,110,567,"C",5,1,"","stary",2016-07-17,2017-08-23,2016,2017
"2238",25,286,220,1135,"C",5,1,"","stary",2016-09-23,2017-08-23,2016,2017
"2239",20,26,20,104,"C",5,1,"","stary",2016-12-30,2017-09-19,2016,2017
"2240",25,39,30,155,"C",5,1,"","stary",2016-08-10,2017-09-21,2016,2017
"2241",25,13,10,29,"B",5,1,"","stary",2015-08-18,2017-09-26,2015,2017
"2242",25,208,160,817,"C",5,1,"","stary",2016-09-20,2017-09-26,2016,2017
"2243",10,104,80,414,"C",5,1,"","stary",2015-12-31,2017-10-09,2015,2017
"2244",25,13,10,50,"C",5,1,"","stary",2016-09-19,2017-10-09,2016,2017
"2245",20,13,10,53,"B",5,3,"","stary",2016-09-27,2017-10-09,2016,2017
"2246",48,39,30,157,"B",2017,4,"przysz쿮","nowy",2017-07-14,2017-10-27,2017,2017
"2247",25,78,60,320,"C",5,1,"","stary",2016-09-21,2017-10-24,2016,2017
"2248",20,13,10,49,"C",5,1,"","stary",2017-05-31,2017-10-24,2017,2017
"2249",20,78,60,310,"B",2017,4,"przysz쿮","nowy",2017-09-30,2017-10-27,2017,2017
"2250",20,91,70,277,"B",5,3,"","stary",2016-10-10,2017-11-07,2016,2017
"2251",25,104,80,415,"C",5,1,"","stary",2015-12-18,2017-11-08,2015,2017
"2252",15,26,20,102,"C",5,1,"","stary",2013-03-29,2017-12-13,2013,2017
"2253",25,169,130,662,"C",5,1,"","stary",2015-11-30,2017-11-22,2015,2017
"2254",20,143,110,569,"C",5,1,"","stary",2016-09-08,2018-01-31,2016,2018
"2255",10,39,30,154,"C",2018,4,"przesz쿮","nowy",2016-09-28,2018-08-13,2016,2018
"2256",10,13,10,53,"C",2018,4,"przesz쿮","nowy",2015-11-19,2018-09-26,2015,2018
"2257",20,26,20,102,"C",2018,4,"przesz쿮","nowy",2016-01-01,2018-10-31,2016,2018
"2258",20,737,567,2253,"C",5,1,"","stary",2016-06-30,2017-11-28,2016,2017
"2259",25,412,317,1638,"C",3,1,"","stary",2013-11-29,2015-11-19,2013,2015
"2260",25,269,207,1069,"C",5,1,"","stary",2016-10-31,2017-10-20,2016,2017
"2261",25,191,147,760,"B",5,1,"","stary",2015-07-29,2017-09-29,2015,2017
"2262",10,508,391,1552,"G",2018,4,"przesz쿮","nowy",2014-11-28,2018-07-13,2014,2018
"2263",25,317,244,1245,"C",4,1,"","stary",2015-07-06,2016-09-16,2015,2016
"2264",25,443,341,1760,"C",5,1,"","stary",2016-09-30,2017-08-23,2016,2017
"2265",30,139,107,549,"B",2,3,"","stary",2012-12-11,2015-02-09,2012,2015
"2266",25,126,97,499,"C",3,1,"","stary",2013-11-30,2015-11-06,2013,2015
"2267",15,504,388,2002,"C",2018,4,"przesz쿮","nowy",2016-09-01,2018-05-23,2016,2018
"2268",25,226,174,897,"C",4,1,"","stary",2015-07-31,2016-08-10,2015,2016
"2269",25,113,87,448,"C",4,1,"","stary",2015-08-10,2016-08-10,2015,2016
"2270",25,174,134,691,"C",2,1,"","stary",2013-10-10,2015-02-18,2013,2015
"2271",25,87,67,345,"C",5,1,"","stary",2016-09-30,2017-08-22,2016,2017
"2272",25,87,67,266,"C",5,1,"","stary",2016-06-30,2017-08-31,2016,2017
"2273",10,174,134,150,"D",2018,4,"przesz쿮","nowy",2015-11-30,2018-09-21,2015,2018
"2274",5,235,181,933,"C",4,1,"","stary",2015-12-08,2016-08-11,2015,2016
"2275",25,309,238,1229,"C",4,1,"","stary",2015-12-15,2016-08-18,2015,2016
"2276",10,405,312,1240,"C",5,1,"","stary",2016-08-16,2017-08-25,2016,2017
"2277",25,135,104,530,"C",5,1,"","stary",2016-09-30,2017-09-28,2016,2017
"2278",25,366,282,1455,"C",2017,4,"przesz쿮","nowy",2014-02-21,2018-01-19,2014,2018
"2279",25,218,168,855,"C",5,1,"","stary",2016-06-24,2018-05-16,2016,2018
"2280",10,157,121,626,"C",2018,4,"przesz쿮","nowy",2016-09-05,2018-07-13,2016,2018
"2281",25,205,158,817,"C",3,1,"","stary",2014-10-30,2015-11-19,2014,2015
"2282",5,192,148,768,"B",3,1,"","stary",2013-08-31,2015-10-19,2013,2015
"2283",25,48,37,191,"C",2017,4,"przysz쿮","nowy",2018-05-11,2017-08-22,2018,2017
"2284",20,144,111,572,"C",5,1,"","stary",2015-06-29,2017-08-22,2015,2017
"2285",20,192,148,763,"C",5,1,"","stary",2015-11-24,2017-09-26,2015,2017
"2286",25,192,148,755,"C",5,1,"","stary",2016-09-30,2017-09-28,2016,2017
"2287",25,131,101,521,"C",5,1,"","stary",2016-10-31,2017-09-25,2016,2017
"2288",25,83,64,330,"C",5,1,"","stary",2015-10-15,2017-09-04,2015,2017
"2289",25,83,64,331,"C",5,1,"","stary",2012-12-03,2017-09-20,2012,2017
"2290",20,166,128,574,"C",5,1,"","stary",2016-06-30,2017-09-25,2016,2017
"2291",25,153,118,590,"C",4,1,"","stary",2015-11-13,2016-08-10,2015,2016
"2292",20,153,118,468,"B",5,3,"","stary",2017-10-31,2017-11-07,2017,2017
"2293",25,818,631,3251,"C",5,1,"","stary",2016-08-01,2017-09-21,2016,2017
"2294",25,35,27,141,"C",5,1,"","stary",2015-12-01,2017-09-19,2015,2017
"2295",25,35,27,140,"C",5,1,"","stary",2016-08-10,2017-09-21,2016,2017
"2296",25,70,54,275,"C",5,1,"","stary",2016-05-20,2017-09-21,2016,2017
"2297",25,35,27,144,"B",5,1,"","stary",2012-10-01,2017-09-26,2012,2017
"2298",25,70,54,276,"C",5,1,"","stary",2016-10-19,2017-10-11,2016,2017
"2299",25,162,125,643,"C",5,1,"","stary",2016-09-19,2017-11-28,2016,2017
"2300",5,127,98,507,"C",4,1,"","stary",2016-01-04,2016-08-12,2016,2016
"2301",25,127,98,506,"C",5,1,"","stary",2016-08-31,2017-08-28,2016,2017
"2302",25,276,213,1099,"C",3,1,"","stary",2014-07-17,2015-10-23,2014,2015
"2303",25,92,71,397,"C",5,1,"","stary",2016-07-15,2017-09-25,2016,2017
"2304",25,368,284,1445,"C",5,1,"","stary",2016-07-31,2017-10-05,2016,2017
"2305",25,57,44,222,"C",4,1,"","stary",2015-08-04,2016-08-12,2015,2016
"2306",25,57,44,228,"D",5,1,"","stary",2014-10-17,2017-08-23,2014,2017
"2307",25,57,44,225,"C",5,1,"","stary",2015-10-09,2017-09-04,2015,2017
"2308",25,57,44,225,"C",5,1,"","stary",2015-11-30,2017-09-05,2015,2017
"2309",25,57,44,226,"C",5,1,"","stary",2015-08-21,2017-09-21,2015,2017
"2310",25,57,44,228,"C",5,1,"","stary",2016-09-30,2017-10-25,2016,2017
"2311",25,57,44,77,"C",2018,4,"przysz쿮","nowy",2018-08-31,2018-10-31,2018,2018
"2312",25,478,369,1889,"C",5,1,"","stary",2015-09-30,2017-10-05,2015,2017
"2313",25,869,671,3455,"C",4,1,"","stary",2015-11-02,2016-08-10,2015,2016
"2314",25,158,122,629,"C",5,1,"","stary",2016-03-05,2017-08-22,2016,2017
"2315",25,202,156,804,"C",3,1,"","stary",2015-10-28,2015-12-08,2015,2015
"2316",15,123,95,376,"C",4,1,"","stary",2012-10-02,2016-08-31,2012,2016
"2317",20,343,265,1347,"C",4,1,"","stary",2016-10-30,2016-11-30,2016,2016
"2318",25,66,51,262,"C",4,1,"","stary",2012-08-22,2016-08-29,2012,2016
"2319",25,44,34,133,"C",5,1,"","stary",2016-08-05,2017-08-31,2016,2017
"2320",25,66,51,264,"B",5,1,"","stary",2015-11-18,2017-08-31,2015,2017
"2321",25,44,34,175,"C",5,1,"","stary",2014-10-31,2017-09-04,2014,2017
"2322",15,22,17,87,"C",5,1,"","stary",2017-06-30,2017-11-13,2017,2017
"2323",5,141,109,562,"B",4,1,"","stary",2014-10-01,2017-03-01,2014,2017
"2324",25,119,92,475,"C",5,1,"","stary",2016-06-28,2017-08-23,2016,2017
"2325",25,119,92,474,"C",5,1,"","stary",2015-11-16,2017-09-19,2015,2017
"2326",20,119,92,476,"C",5,1,"","stary",2016-11-30,2017-09-26,2016,2017
